date,R10+RSI 70/60/50,Consensus 80/60/40 (default),Hybrid Cons + (VIX_back OR SOXL_mom5),Hybrid Cons + VIX_back,Hybrid Cons + (VIX_back AND SOXL_mom5),soxl_bnh
2022-07-15,300828.7345020261,314976.04493380303,347894.6443472055,321904.7729258856,330048.7140239404,6975.778546712802
2022-07-18,303868.3558286786,317523.6920934589,350708.5497752101,324508.46229723655,332718.27471706504,6878.892733564014
2022-07-19,315532.7382582253,327274.5403248763,361478.47317768814,334473.8061265708,342935.73401654384,7833.910034602076
2022-07-20,326462.95255775476,336345.1891845484,371497.108593906,343743.9878068216,352440.44410370826,8405.997693194924
2022-07-21,330086.5001760579,339339.1627790987,374803.9866743642,346803.821738962,355577.6894612422,8802.768166089965
2022-07-22,327702.16113129864,337085.96005547314,372315.29849383084,344501.0538847999,353216.66336630797,8129.181084198386
2022-07-25,329675.3868777113,339115.68940739275,374557.157779211,346575.4324816484,355343.5221328485,7972.318339100347
2022-07-26,329675.3868777113,339115.68940739275,374557.157779211,346575.4324816484,355343.5221328485,7667.820069204152
2022-07-27,329675.3868777113,339115.68940739275,374557.157779211,346575.4324816484,355343.5221328485,8553.633217993078
2022-07-28,331807.52530114143,340870.2434205905,376495.08275549824,348368.5825331811,357182.03748998675,8941.176470588234
2022-07-29,337291.9058228056,345392.1486025077,381489.5787507905,352989.95893367333,361920.33112924953,9158.016147635526
2022-08-01,337961.4236009531,345933.2416205808,382087.22217831167,353542.95471832494,362487.3172783705,9224.913494809689
2022-08-02,337144.231362406,345262.4975816285,381346.3777152721,352857.45589699165,361784.4758685041,9201.845444059976
2022-08-03,348087.0856562628,354228.13762467675,391249.02969243075,362020.31881502474,371179.152111999,9956.170703575546
2022-08-04,350082.5830601339,355848.93444448954,393039.2183187002,363676.769331287,372877.5095416434,10184.544405997693
2022-08-05,345564.1559981441,352168.40084387135,388974.0268586192,359915.2726968299,369020.84995960677,9942.329873125722
2022-08-08,341713.3566062562,349552.1382478186,386084.33489628613,357241.4585117739,366279.39034937636,9478.662053056518
2022-08-09,326774.07156163646,339402.27358430345,374873.6932805786,346868.3208326085,355643.820331935,8166.089965397924
2022-08-10,326774.07156163646,339402.27358430345,374873.6932805786,346868.3208326085,355643.820331935,9190.311418685122
2022-08-11,317332.1856722483,332864.42819066026,367652.56826297124,340186.658303931,348793.11692332255,9134.948096885813
2022-08-12,329942.8780135229,341642.4347533058,377347.9769148603,349157.76024879224,357991.18078974704,9942.329873125722
2022-08-15,329827.1742622314,341552.9404342186,377249.1294157863,349066.2972663614,357897.4038647959,10020.761245674741
2022-08-16,328615.60295271367,340715.20140574453,376323.8370767196,348210.1299607214,357019.5761903337,9707.035755478662
2022-08-17,324924.9071892478,336888.6145392726,372097.3281139357,344299.36723401403,353009.87419967784,9010.38062283737
2022-08-18,333369.38059162616,342309.9383486272,378085.24227084505,349839.94734439906,358690.62668979465,9688.581314878893
2022-08-19,328299.82304777886,338805.79286868067,374214.87350758543,346258.71895206685,355018.7959965996,8844.290657439447
2022-08-22,328299.82304777886,338805.79286868067,374214.87350758543,346258.71895206685,355018.7959965996,7831.603229527105
2022-08-23,328263.4069745935,338780.7385825626,374187.20076199534,346233.11353091383,354992.54277814995,8004.613610149942
2022-08-24,325746.7900422346,337048.17776190856,372273.5675184323,344462.44047014136,353177.0730622059,8020.761245674741
2022-08-25,343786.5881513206,349447.28913760534,385968.52785478416,357134.3029691301,366169.5238546096,8913.494809688582
2022-08-26,354641.81350720074,360768.01027548255,398472.3938387622,368704.0531957275,378031.9797888863,7377.162629757786
2022-08-29,349147.6884678657,356730.3522525861,394012.75436946086,364577.5762463899,373801.1061730674,6961.937716262975
2022-08-30,348771.81537945743,355834.6359595329,393023.4254785187,363662.15631348075,372862.5268258201,6698.9619377162635
2022-08-31,348349.271653188,355403.5354910204,392547.2700800895,363221.5726543204,372410.7967417828,6491.349480968858
2022-09-01,348349.271653188,355403.5354910204,392547.2700800895,363221.5726543204,372410.7967417828,6103.806228373703
2022-09-02,348349.271653188,355403.5354910204,392547.2700800895,363221.5726543204,372410.7967417828,5933.102652825836
2022-09-06,348349.271653188,355403.5354910204,392547.2700800895,363221.5726543204,372410.7967417828,5734.717416378317
2022-09-07,352875.0876900729,359097.50852643355,396627.3055496228,366996.8043593503,376281.53888102534,6002.306805074971
2022-09-08,361101.5102224783,365802.0719831117,404032.5725747849,373848.85235411994,383306.9383758776,6292.9642445213385
2022-09-09,365056.6041913598,369026.6138907798,407594.11599433806,377144.3265569155,386685.78552016075,6758.938869665513
2022-09-12,365056.6041913598,369026.6138907798,407594.11599433806,377144.3265569155,386685.78552016075,6818.915801614764
2022-09-13,365056.6041913598,369026.6138907798,407594.11599433806,377144.3265569155,386685.78552016075,5591.695501730103
2022-09-14,364565.2870248937,368629.2856776628,407155.2624382827,376738.2580628897,386269.44380816724,5762.39907727797
2022-09-15,352841.49053849647,359132.8213712908,396666.30899067817,367032.89400327066,376318.5415649472,5490.196078431372
2022-09-16,351928.6264163445,358426.165719002,395885.799739949,366310.6935980475,375578.07004958275,5564.01384083045
2022-09-19,356728.0191400759,362341.7523124964,400210.6099192143,370312.4138352653,379681.0307052218,5693.194925028834
2022-09-20,353041.32767006813,359331.9130281228,396886.20800287335,367236.36520565185,376527.16043094423,5407.151095732411
2022-09-21,343423.8567772097,351500.8429667666,388236.7015477837,359233.0301253687,368321.347180209,5254.901960784314
2022-09-22,341587.84628780716,350292.26637183555,386901.81487489946,357997.86770393245,367054.936107455,4825.836216839677
2022-09-23,343877.77908923355,352640.5517677246,389495.52295450994,360397.8098242538,369515.59490211756,4622.837370242214
2022-09-26,334399.4053095962,344864.62866303406,380906.92694383214,352450.83480324666,361367.5675764474,4396.77047289504
2022-09-27,342973.70652002044,351898.8634841961,388676.3197618707,359639.80615276436,368738.414325618,4530.565167243368
2022-09-28,350832.6193193227,358349.6028376152,395801.2351617257,366232.44651436026,375497.84337536385,4696.655132641292
2022-09-29,346278.94635005534,354611.8647845779,391672.8607296393,362412.48706483364,371581.24191437796,4226.066897347174
2022-09-30,341310.27668165375,350541.27548613574,387176.8482898276,358252.354429779,367315.86115009536,4064.590542099193
2022-10-03,346915.1365951641,355133.0644972459,392248.53177379945,362945.15193841374,372127.38279614516,4516.724336793541
2022-10-04,346915.1365951641,355133.0644972459,392248.53177379945,362945.15193841374,372127.38279614516,5102.652825836218
2022-10-05,346915.1365951641,355133.0644972459,392248.53177379945,362945.15193841374,372127.38279614516,5220.299884659746
2022-10-06,342116.3903516673,351203.12710466364,387907.8709727962,358928.76521847124,368009.38460714323,5148.78892733564
2022-10-07,327198.1548338393,338985.825205795,374413.7212831505,346442.71157477645,355207.44348996633,4207.612456747404
2022-10-10,327493.25001290743,339291.55151052144,374751.3994836395,346755.1631350884,355527.7998324287,3787.7739331026532
2022-10-11,331318.96639669314,343255.09349937993,379129.1769456015,350805.89367294195,359681.010711299,3474.048442906574
2022-10-12,331318.96639669314,343255.09349937993,379129.1769456015,350805.89367294195,359681.010711299,3372.5490196078426
2022-10-13,331318.96639669314,343255.09349937993,379129.1769456015,350805.89367294195,359681.010711299,3681.6608996539794
2022-10-14,344483.8779459513,356894.28534492344,394193.8203450254,364745.11547901615,373972.88401834224,3197.2318339100343
2022-10-17,338010.7094333394,350187.91387697234,386786.556350732,357891.2197010018,366945.58999276225,3400.2306805074977
2022-10-18,338010.7094333394,350187.91387697234,386786.556350732,357891.2197010018,366945.58999276225,3497.116493656286
2022-10-19,342888.5749848045,354230.7906591987,391251.95999940566,362023.03021003096,371181.9321031964,3506.3437139561706
2022-10-20,341258.7836454526,352890.8501188179,389771.98034622235,360653.6141470535,369777.870875892,3566.3206459054213
2022-10-21,357350.3570150241,366206.16255112336,404478.89522916963,374261.83195885364,383730.36604432,3967.704728950403
2022-10-24,356553.2565394844,365548.8103352584,403752.8421879066,373590.01954904065,383041.5573015706,4004.6136101499424
2022-10-25,360065.850437881,368428.2050384962,406933.16657234885,376532.75412526715,386058.74078030384,4152.249134948097
2022-10-26,357093.6226875364,365993.60913754016,404244.12755266635,374044.60287291324,383507.64123097976,4161.476355247981
2022-10-27,342154.884115063,355039.6905467746,392145.39917748625,362849.72398188495,372029.5405863262,3861.5916955017296
2022-10-28,361299.59440500266,370434.3364167238,409148.9616258709,378583.0156488177,388160.87233029597,4401.384083044983
2022-10-31,358462.4657329933,368085.82449124375,406555.0033417361,376182.8420157902,385699.9761658353,4101.499423298732
2022-11-01,358462.4657329933,368085.82449124375,406555.0033417361,376182.8420157902,385699.9761658353,4184.5444059976935
2022-11-02,338635.82075432804,353765.84099409083,390738.4177761675,361547.8527520122,370694.733024019,3755.478662053057
2022-11-03,332787.49207033985,349594.320368918,386130.92553152225,357284.5685397665,366323.5910276427,3635.524798154556
2022-11-04,352056.9214390629,365783.8376465316,404012.43254146655,373830.2169052642,383287.8314646185,4156.862745098038
2022-11-07,356805.9395384902,369731.1858386608,408372.3237697154,377864.3974211629,387424.0736188141,4429.065743944637
2022-11-08,361966.4146650104,374020.5340227947,413109.9579009529,382248.10111997556,391918.68162137456,4682.814302191466
2022-11-09,361966.4146650104,374020.5340227947,413109.9579009529,382248.10111997556,391918.68162137456,4253.748558246828
2022-11-10,361966.4146650104,374020.5340227947,413109.9579009529,382248.10111997556,391918.68162137456,5522.49134948097
2022-11-11,371936.399476348,382262.13632014976,422212.9019063996,390670.99917443906,400554.67246414,6076.1245674740485
2022-11-14,365373.4282346824,376855.52368242014,416241.23640681733,385145.45384665916,394889.33512496785,5910.034602076124
2022-11-15,386333.1730281134,394103.29562501365,435291.59779862204,402772.6359767316,412962.4712919661,6408.304498269897
2022-11-16,386333.1730281134,394103.29562501365,435291.59779862204,402772.6359767316,412962.4712919661,5587.081891580161
2022-11-17,386333.1730281134,394103.29562501365,435291.59779862204,402772.6359767316,412962.4712919661,5757.785467128028
2022-11-18,383234.1460556295,390941.93949938315,431799.8437980528,399541.73749372846,409649.83358310367,5780.853517877739
2022-11-21,389784.93663379736,397624.4827963249,439180.789304918,406371.28093733074,416652.1591790976,5457.900807381776
2022-11-22,398237.2090797431,404522.2977581797,446799.50482797204,413420.8315133033,423880.0579172818,5937.716262975779
2022-11-23,401713.620499923,407347.50201452157,449919.9752439837,416308.183580976,426840.45775294735,6145.328719723184
2022-11-25,400350.59588176216,406239.92043966195,448696.63872595644,415176.2378311745,425679.87465356954,5905.420991926182
2022-11-28,389575.9789014194,397493.42756089533,434205.73658457265,401767.89527946245,411932.31143429433,5462.514417531718
2022-11-29,384940.4783202058,393706.8941078258,428010.4683343635,396035.451702929,406054.8414811375,5420.991926182238
2022-11-30,414553.74444511824,417917.62663483544,467554.24103029526,432625.0611641561,443570.1396842388,6380.622837370242
2022-12-01,413837.6220237202,416801.6039223138,467175.58304749266,432274.6912635232,443210.9056968534,6205.305651672434
2022-12-02,426056.0920837312,429107.5849338649,480968.84535728535,445037.51197343227,456296.6158723699,5993.079584775086
2022-12-05,418831.6566874083,420376.17116081377,471182.16679878737,435981.9585458038,447011.96396616165,5799.307958477509
2022-12-06,419186.22055952076,420635.2822743444,471472.5936695064,436250.68874153815,447287.49282743124,5416.3783160322955
2022-12-07,422963.73946387396,423997.9518626487,475241.6701575253,439738.19201510143,451773.268451513,5388.696655132641
2022-12-08,434896.74832713977,433562.4276347693,485962.09326371114,449657.7335249789,467076.6493869529,5836.216839677048
2022-12-09,426529.98908273247,424013.4969506223,478474.37355034397,442729.3925653562,456305.5899050999,5674.740484429066
2022-12-12,435076.9789506241,429644.46127935214,486167.41556795745,449847.716989223,467245.21097816696,5997.693194925028
2022-12-13,449676.5312444414,441239.1311715639,499287.45132746676,461987.6053162456,485961.7591174472,6306.805074971166
2022-12-14,436318.31839625246,425887.0931718411,486995.2286180224,450613.6873087898,469053.6862260554,5988.465974625145
2022-12-15,429194.9509498284,415422.42742996325,483018.08247484075,446933.658464091,457528.3544654829,5243.3679354094575
2022-12-16,423987.5667459821,411390.2007101757,478329.75009388383,442595.57337133284,453087.4337685684,5116.493656286044
2022-12-19,421025.83185664273,408471.5801380102,474936.2248069596,439455.5653124121,449872.9908797884,4918.108419838524
2022-12-20,427016.82830621785,414182.5926469344,481576.5073938103,445599.7779153246,456162.85387949453,4811.99538638985
2022-12-21,436205.7096237059,421307.9836223138,489861.3097023992,453265.6544938111,464010.452354274,5155.709342560554
2022-12-22,429831.1377716338,416366.1469727191,484115.3597854473,447948.9624052317,458567.72649011126,4539.7923875432525
2022-12-23,431416.2667112493,417594.52522835555,485543.6141848594,449270.51740929286,459920.60935067193,4509.803921568628
2022-12-27,429126.39950364677,415820.0177950384,483480.3669425744,447361.407436462,457966.24335513543,4258.36216839677
2022-12-28,420462.62473454926,409103.91553178866,475671.4509507994,440135.86553757347,450569.4178251883,4087.6585928489044
2022-12-29,436706.42443685106,421693.7423430156,490309.83733419806,453680.67435057287,464435.3103808261,4484.429065743945
2022-12-30,437894.5545759133,422611.40444275376,491376.8172527295,454667.9443013242,465445.9838609413,4470.588235294117
2023-01-03,443204.3475532613,426723.3148298477,496157.7990662772,459091.7573437489,469974.6647142007,4299.884659746252
2023-01-04,443204.3475532613,426723.3148298477,496157.7990662772,459091.7573437489,469974.6647142007,4671.280276816609
2023-01-05,434428.20871699054,419963.48392783635,488298.03910978284,451819.1698372789,462529.6783464784,4405.997693194926
2023-01-06,459949.6706276584,439620.23795606004,511153.25108553225,472966.95679166494,484178.7799135385,5017.301038062284
2023-01-09,466819.47136824194,444911.2192550047,517305.15688714525,478659.2773614328,490006.0386443443,5319.492502883506
2023-01-10,475352.1736182915,451417.0232232627,524869.5557982632,485658.5691107304,497171.2506972586,5524.79815455594
2023-01-11,480100.59398274997,456822.0400703709,531154.0524957234,491473.5752202534,503124.103265221,5730.103806228374
2023-01-12,482478.58786565944,459534.0702335688,534307.3719184274,494391.32227161434,506111.0163828039,5923.8754325259515
2023-01-13,485422.1821832625,462883.3799424188,538201.6661268349,497994.6887310671,509799.801721539,5976.931949250289
2023-01-17,484085.85116241314,461356.9432665271,536426.8545915748,496352.4665424612,508118.6501649485,6029.988465974626
2023-01-18,476055.9359921203,452115.5636751956,525681.7595873345,486410.09627718345,497940.59303988965,5919.261822376009
2023-01-19,469084.1439222847,444224.5458277423,516506.75107122783,477920.51737460407,489249.7661311481,5420.991926182238
2023-01-20,473327.4597123208,450151.99905419914,523398.69262843987,484297.5884736886,495778.0076072998,5923.8754325259515
2023-01-23,500858.6845662268,481592.75937655615,559955.3510072564,518123.2394446697,530405.505747989,6814.302191464822
2023-01-24,495997.71887219185,476032.45983222785,553754.8419025535,512385.9465377336,524281.6315108895,6685.1211072664355
2023-01-25,482158.1178166645,460089.6275497104,541396.8567612435,500951.1789568777,506722.8832630734,6710.495963091119
2023-01-26,479378.62866168784,456906.9020092612,538900.0713519749,498640.9187868098,503217.5665466751,6948.096885813148
2023-01-27,474175.32445619674,452728.7547184799,534249.2613589776,494337.55292865913,498615.9352228875,6906.574394463669
2023-01-30,454484.66994623875,426487.79188762873,518631.9576459052,479886.95793630334,469715.26989803964,6366.782006920415
2023-01-31,464477.8451262961,434960.1174672153,526275.4988839925,486959.47959357983,479046.3240852321,6708.189158016148
2023-02-01,500331.7648389593,479027.54068346665,553333.960360286,511996.5074374378,527580.2844551611,7760.092272202999
2023-02-02,510848.64903639094,492349.12266450503,565605.9256313764,523351.68136188056,542252.100611955,8276.81660899654
2023-02-03,500584.0348374548,479210.5420285191,550512.4508590794,509385.78206396033,527781.834248187,7794.694348327566
2023-02-06,495754.5836429189,473046.2119298832,543430.9278689143,502833.2924319456,520992.7067957786,7418.685121107265
2023-02-07,516933.6626040598,500061.65363798046,574466.0068611458,531549.859984968,550746.3497715126,8083.044982698962
2023-02-08,496218.61841663625,473416.9347265155,543856.8106437369,503227.3591419392,521401.0049036956,7607.843137254901
2023-02-09,511153.3510842153,492649.5210991106,565951.0204570638,523670.99547983514,542582.9464989221,7644.752018454441
2023-02-10,511153.3510842153,492649.5210991106,565951.0204570638,523670.99547983514,542582.9464989221,7266.43598615917
2023-02-13,515742.3905581052,498546.7418172412,572725.6907659691,529939.5562147324,549077.891193599,7607.843137254901
2023-02-14,531422.3977881654,518695.7617129601,595872.6905757945,551357.3326558698,571269.1531676163,8002.306805074972
2023-02-15,534302.9452139772,522495.9405713212,600238.2994127027,555396.8036398657,575454.5063525586,8083.044982698962
2023-02-16,525876.786637857,511563.49667501403,587679.2132587148,543775.9585298696,563413.9838966378,7501.73010380623
2023-02-17,525876.786637857,511563.49667501403,587679.2132587148,543775.9585298696,563413.9838966378,7146.48212226067
2023-02-21,505453.60225120356,485073.75387202343,557248.052100676,515618.1924313694,534239.3230343293,6482.1222606689735
2023-02-22,494702.051912383,475102.59373960504,541452.134732601,505019.161824412,523257.5170790734,6355.24798154556
2023-02-23,526176.9342659626,505330.4817906597,587752.8099078969,537150.4591240278,556549.20998195,6952.710495963091
2023-02-24,526176.9342659626,505330.4817906597,587752.8099078969,537150.4591240278,556549.20998195,6588.235294117646
2023-02-27,526176.9342659626,505330.4817906597,587752.8099078969,537150.4591240278,556549.20998195,6722.029988465974
2023-02-28,524851.5571181772,504057.6143785239,586272.3304492425,535797.44097161,555147.3286821605,6726.643598615917
2023-03-01,521504.04115075665,500842.72268248553,582533.0712990714,532380.1118913578,551606.5855485434,6763.552479815456
2023-03-02,507144.49972427177,487052.0877937454,566493.1039938164,517721.0993658333,536418.174738096,6925.028835063437
2023-03-03,514176.06834377523,493805.07472046185,574347.5421970775,524899.3127506474,543855.6234464432,7229.52710495963
2023-03-06,497120.2362002774,471459.420494605,548357.1823558549,501146.58288501034,519245.0831088382,6975.778546712802
2023-03-07,498262.1014003258,472921.58845650393,550057.8383802414,502700.8215869136,520855.45187418984,6768.166089965398
2023-03-08,512952.1708043627,491512.20823290606,560869.2671434445,512581.44457338855,541330.3591328373,7303.344867358707
2023-03-09,490781.75623642065,463213.45454504574,544693.0345217086,497797.89844108827,510163.33166075026,6869.66551326413
2023-03-10,497983.9962725452,471677.68075833766,550782.5351779013,503363.12589414377,519485.46555503545,6477.50865051903
2023-03-13,507267.08469145175,481406.44035978604,559956.8173705562,511747.5518106956,530200.3020143438,6495.963091118801
2023-03-14,513359.5858546671,488331.23354236083,565347.5821523442,516674.20078413194,537826.9707270516,7044.982698961938
2023-03-15,512597.0264045425,487170.6229849596,564675.7549914154,516060.21432271216,536548.724288148,6809.688581314879
2023-03-16,535821.8347846313,522213.3607179433,585196.0879836687,534813.8571847412,575143.2850828718,7543.25259515571
2023-03-17,526543.4240426483,507661.67632755777,577105.5968897309,527419.9137915509,559116.687156941,7432.525951557094
2023-03-20,530816.4171835044,513463.34995873144,580383.6734549877,530415.7656231183,565506.400408675,7665.51326412918
2023-03-21,519994.83077088505,502142.3196105357,569501.0453178805,520470.07314529025,553037.9055849644,7690.888119953865
2023-03-22,506979.740349332,485430.092354714,559946.5294307349,511738.14960707305,534631.778878918,7492.502883506342
2023-03-23,521122.0418851326,503639.7490227271,570271.9873314495,521174.6412044569,554687.1097916961,8041.522491349481
2023-03-24,521122.0418851326,503639.7490227271,570271.9873314495,521174.6412044569,554687.1097916961,7626.297577854672
2023-03-27,521122.0418851326,503639.7490227271,570271.9873314495,521174.6412044569,554687.1097916961,7381.776239907728
2023-03-28,512489.9564090484,495297.24762518296,560825.7614119814,512541.68445104436,545499.038362433,7197.231833910034
2023-03-29,502959.5967278966,486086.60679228255,550396.5400040871,503010.3628254882,535354.8355808922,7898.500576701269
2023-03-30,501468.61285248306,484165.31981417193,548221.0640902674,501022.1836688379,533238.8129217662,8286.043829296425
2023-03-31,501857.91652423225,484613.9472590528,548729.0455692117,501486.43067887623,533732.9118511243,8433.67935409458
2023-04-03,498841.9377743717,480749.508202457,544353.3358580493,497487.44600245636,529476.7852538319,8205.305651672434
2023-04-04,498842.1352397443,480749.6985059852,544353.5513389986,497487.6429316567,529476.9948459347,7741.637831603231
2023-04-05,502151.16234806273,483938.71096562373,547964.4745763158,500787.68512982246,532989.2357041255,7333.333333333333
2023-04-06,501651.67608006386,483388.5732864206,547341.5529180595,500218.3936707427,532383.3377783624,7215.686274509804
2023-04-10,513697.53361165617,496589.95624678687,562289.4971796867,513879.40045410726,546922.7719150602,7584.775086505191
2023-04-11,516796.0813177349,499993.0990081276,566142.8804550301,517401.02818712645,550670.846657293,7487.889273356402
2023-04-12,521449.223746735,504494.9502939766,571240.3329186875,522059.61745298735,555628.9916077363,7065.743944636678
2023-04-13,521670.8719891087,504990.34117357375,571801.2646997115,522572.2560293329,556174.5937683167,7234.140715109573
2023-04-14,515338.9887811567,496821.5754486672,562551.7599236751,514119.0837886142,547177.8673198856,7188.004613610149
2023-04-17,510402.55313778366,490370.0351979855,555246.6719371845,507442.92452618585,540072.4189864303,7188.004613610149
2023-04-18,504550.04161828983,482820.23086406727,546698.0180038493,499630.2636460056,531757.3899332233,7257.208765859285
2023-04-19,494091.5512836222,469388.2663093371,531488.9858826655,485730.64726134535,516964.0031678915,7035.755478662054
2023-04-20,498287.2902918274,474702.88368832663,537506.7345224494,491230.30016008596,522817.2936584072,7026.528258362169
2023-04-21,496109.97925740696,471944.9487833272,534383.9209989803,488376.3440587905,519779.8230369635,6855.824682814302
2023-04-24,496109.97925740696,471944.9487833272,534383.9209989803,488376.3440587905,519779.8230369635,6763.552479815456
2023-04-25,499529.1004979566,475197.5279819366,538066.8209431232,491742.16615705355,523362.0735613634,6085.351787773933
2023-04-26,496020.8494551923,471860.1604063543,534287.91500197,488288.6036609508,519686.44077343435,6163.783160322952
2023-04-27,499023.04473606736,475668.1087976658,538599.6602543703,492229.1308739395,523880.3509870565,6297.577854671281
2023-04-28,506337.86691536964,484967.2808016817,549129.1256302808,501852.0660018672,534122.0581842591,6579.008073817762
2023-05-01,507858.44066248985,486973.4312645041,551400.6925857079,503928.0632790727,536331.5458273403,6763.552479815456
2023-05-02,494000.25961149926,471787.8371714157,534206.0233025982,488213.76239575475,519606.787080022,6606.689734717416
2023-05-03,476062.39674066455,452208.0462468146,512035.79884399875,467952.27483487764,498042.4493577375,6366.782006920415
2023-05-04,465756.1966056198,440995.6349164197,499339.9699215015,456349.48839180113,485693.5828381258,6269.896193771627
2023-05-05,481603.2680262899,458146.70480849117,518760.15018167975,474097.6957456047,504583.0319070857,6685.1211072664355
2023-05-08,480603.00201607484,457062.4974233969,517532.50065366505,472975.7402287611,503388.9326287429,6765.859284890427
2023-05-09,466044.29211411404,441237.2993394193,499613.6068833155,456599.56668525015,485959.7416164852,6431.372549019608
2023-05-10,458990.90832623316,433605.36743587535,490971.9597888247,448701.9188541476,477554.2607982648,6602.076124567474
2023-05-11,458990.37301785464,433604.78821925883,490971.3039410454,448701.3194713291,477553.622874051,6491.349480968858
2023-05-12,458990.37301785464,433604.78821925883,490971.3039410454,448701.3194713291,477553.622874051,6459.054209919262
2023-05-15,477150.5486562908,453211.39704625576,513171.8943477754,468990.5586357803,499147.4966780277,6985.005767012688
2023-05-16,471295.6376874328,446869.3578548292,505990.79456276714,462427.7128585953,492162.6480911079,6936.562860438293
2023-05-17,488732.9038271744,465801.64268293214,527427.8469689705,482019.1505312836,513013.8505099617,7427.912341407152
2023-05-18,513307.7814463974,492581.39239834534,557750.5947665403,509731.2730882461,542507.9124846396,8161.476355247982
2023-05-19,511835.91647670773,490976.8965216887,555933.821856893,508070.9145393961,540740.7898891289,8018.454440599769
2023-05-22,518851.3570733811,498667.79709801194,564642.2392614743,516029.58411657345,549211.2162616579,8094.579008073818
2023-05-23,503363.52106976,481676.96460352227,545403.4960291344,498447.1930398892,530498.2457552375,7797.001153402537
2023-05-24,482080.8242280355,458323.79487944493,518960.66951498407,474280.95144448336,504778.0712776292,7393.310265282584
2023-05-25,482080.8242280355,458323.79487944493,518960.66951498407,474280.95144448336,504778.0712776292,8825.836216839676
2023-05-26,523977.6645695489,503846.2595041676,570505.8194364108,521388.3416248041,554914.55153416,10560.553633217995
2023-05-30,537844.032003936,518912.57992021664,587565.434969348,536979.216158322,571507.9473949716,10611.30334486736
2023-05-31,537844.032003936,518912.57992021664,587565.434969348,536979.216158322,571507.9473949716,9748.558246828143
2023-06-01,541831.1921536364,523308.942193553,592543.4420776222,541528.6436704611,576349.9112942192,10214.532871972318
2023-06-02,546508.1198436082,528465.8628286221,598382.6304752375,546865.1094020028,582029.5213886213,10145.328719723184
2023-06-05,546508.1198436082,528465.8628286221,598382.6304752375,546865.1094020028,582029.5213886213,9730.103806228373
2023-06-06,561895.2639515395,545470.6142515144,617637.1341295401,564461.904013218,600757.8216027983,10020.761245674741
2023-06-07,550261.7864612306,532527.993492221,602982.1866675864,551068.6685834113,586503.3770002169,9983.852364475202
2023-06-08,555063.1906984468,537855.4504696936,609014.4736025658,556581.608108447,592370.8084710411,10279.123414071511
2023-06-09,544129.1773853034,525709.0258307648,595261.0601135503,544012.2894329566,578993.259954778,10329.873125720876
2023-06-12,574937.5589144996,559866.5983632414,633937.7269340531,579359.1035864705,616612.9379533959,11363.321799307958
2023-06-13,584141.8176955973,570066.5185898389,645487.110773456,589914.147692354,627846.6904154993,11806.228373702423
2023-06-14,599291.9813311504,586963.787179965,664619.9114669329,607399.7173120723,646456.6136707984,12309.111880046137
2023-06-15,587156.6364578342,573414.0379729422,649277.5116203653,593378.215444749,631533.5039666304,11976.93194925029
2023-06-16,600224.6306768506,587938.6139502986,665723.7091729336,608408.4839816035,647530.2458549801,11672.433679354095
2023-06-20,590865.013131097,577264.4007360383,653637.2827248473,597362.6337426642,635774.1275410319,11361.014994232988
2023-06-21,582667.4000353521,568087.4682822609,643246.2293614522,587866.1940985823,625667.0497152313,10495.9630911188
2023-06-22,590252.5042392595,576539.2444582081,652816.1872642796,596612.2301781152,634975.4716750535,10652.82583621684
2023-06-23,572212.7877896968,556444.3332634231,630062.6914082924,575817.6877451569,612843.8026918471,10089.965397923877
2023-06-26,569188.1438313632,553074.2676464969,626246.7614295108,572330.2887816217,609132.1576906564,10177.62399077278
2023-06-27,604398.7797336322,592225.8588729025,670578.1625534188,612844.995076348,652252.032607719,11266.435986159171
2023-06-28,593450.4481577293,580054.7054901001,656796.748673369,600250.0866926569,638847.2489189052,11118.800461361016
2023-06-29,593450.4481577293,580054.7054901001,656796.748673369,600250.0866926569,638847.2489189052,10980.392156862745
2023-06-30,591830.9301524832,578245.6069642352,654748.3038998473,598378.0019794255,636854.7857851125,11492.502883506344
2023-07-03,593818.5423155513,580461.6979735754,657257.5868276863,600671.2491643637,639295.4928964784,11737.024221453288
2023-07-05,586526.5272794028,572308.0001860447,648025.1434980686,592233.6694714349,630315.361624758,10994.232987312571
2023-07-06,586526.5272794028,572308.0001860447,648025.1434980686,592233.6694714349,630315.361624758,10546.712802768165
2023-07-07,577983.9866803162,562781.76813659,637238.5777173403,582375.7688985773,619823.5802811082,10576.70126874279
2023-07-10,595286.5879529367,582058.5640367809,659065.7204889655,602323.7122575915,641054.2123443427,11215.686274509804
2023-07-11,598167.3534600015,585267.2045505607,662698.8685992488,605644.0658868835,644588.0706952823,11252.595155709343
2023-07-12,596226.3038243793,583096.7031490701,660241.2068476982,603397.9955730321,642197.5740128268,11870.818915801614
2023-07-13,613959.9277288202,602941.3522296268,682711.3305641518,623933.562681181,664053.6150911647,12595.155709342562
2023-07-14,590829.293968955,576980.1277817186,653315.4000638402,597068.463444829,635461.0415629504,12115.34025374856
2023-07-17,611880.0657761418,600476.4155169121,679920.2793007563,621382.8058965278,661338.8400487892,12945.790080738176
2023-07-18,610684.7393642869,599151.1281419091,678419.6545653283,620011.3768671466,659879.2256615008,13033.448673587081
2023-07-19,611595.1504526237,600171.494131999,679575.016393109,621067.2682653418,661003.0127793185,12585.928489042677
