date,V1,V2_FINAL,SOXL_buy_hold
2023-07-31,99416627.9390056,102626449.06205535,5142081.331588239
2023-08-01,100332407.22035569,103571795.70796274,5163800.940124357
2023-08-02,96873041.57250938,100000739.0366025,4575565.656160283
2023-08-03,98394811.4880687,101203471.79467331,4552036.0514777
2023-08-04,96290530.82543474,99584449.80218863,4503167.191187532
2023-08-07,97928112.3292863,100804930.05611986,4644343.783618637
2023-08-08,97928112.3292863,100804930.05611986,4427149.079143316
2023-08-09,97928112.3292863,100804930.05611986,4179185.4758424805
2023-08-10,95050498.9662615,98667480.70127068,4128506.619405848
2023-08-11,93473923.95047396,97496423.70881075,3826244.16737545
2023-08-14,98184332.23961286,101207156.3013424,4150226.2279419666
2023-08-15,97292621.98153424,100504691.01284996,3945701.151270437
2023-08-16,97292621.98153424,100504691.01284996,3715837.16421279
2023-08-17,97292621.98153424,100504691.01284996,3603619.8196821976
2023-08-18,98931122.37623866,101757433.81319724,3647058.69153297
2023-08-21,103627549.0568905,105390785.97094586,3960180.7752206936
2023-08-22,106575379.63275778,107677674.865767,3864253.396008291
2023-08-23,111943365.96050507,113101181.57505386,4090497.735994473
2023-08-24,117115911.3522371,118327225.92824845,3694117.5556766707
2023-08-25,117103447.78155145,118317151.94443282,3739366.423673907
2023-08-28,118990245.8970727,119845315.69185667,3876923.023812082
2023-08-29,125432661.46673879,125056829.32823695,4175565.4835495497
2023-08-30,125181199.87729655,124964632.43152155,4235293.975497045
2023-08-31,125556225.98540671,125339009.73257114,4318552.072127121
2023-09-01,127923423.63903071,127702112.05918123,4347511.3200276345
2023-09-05,127398253.1307809,127177850.11256592,4347511.3200276345
2023-09-06,122763422.48959789,122551037.87538083,4242533.960082904
2023-09-07,115257231.28424764,115057832.61886662,3958371.1242956943
2023-09-08,113302555.6398065,113106538.6252808,3891402.6477623396
2023-09-11,115160082.5640322,114960851.96901812,3882353.012251478
2023-09-12,113787629.71563056,113590773.50757006,3790045.2801105403
2023-09-13,113654239.09274581,113457613.65469326,3842533.787472172
2023-09-14,115864555.45043854,115664106.09498939,3918551.8995163883
2023-09-15,115864555.45043854,115664106.09498939,3581900.5563675454
2023-09-18,117148208.37838916,116945538.26266497,3607239.8119751285
2023-09-19,116430321.01866803,116228892.87084319,3516742.0759806554
2023-09-20,116430321.01866803,116228892.87084319,3344796.2395025706
2023-09-21,114336323.12074569,114635214.22196573,3152941.1358562983
2023-09-22,114334833.8376095,114361633.07189421,3228959.2479005144
2023-09-25,114687498.24313751,114699728.3773405,3297737.375358868
2023-09-26,113235012.90763766,113274411.1647628,3120361.895662853
2023-09-27,112576096.69329408,112785602.06110905,3200000.0
2023-09-28,116055894.33898237,116339974.54587191,3373755.487403085
2023-09-29,119705186.84156123,119998199.74226213,3415384.708328856
2023-10-02,118922045.57322216,119213141.51024964,3453393.59174023
2023-10-03,112568271.16691485,112843814.41221435,3238008.883411375
2023-10-04,114421318.03363594,114701397.1445222,3373755.487403085
2023-10-05,112077273.13709396,112469892.1479174,3330316.6155523136
2023-10-06,115627456.26440994,116137525.54525988,3523981.71534505
2023-10-09,113775046.89583977,114276944.61307505,3507692.0952483285
2023-10-10,115271471.44489063,115779970.36410892,3628959.0752897807
2023-10-11,115782440.68738046,116293193.65353943,3712217.171919859
2023-10-12,115058400.23450388,115565959.22922184,3742986.415966838
2023-10-13,115500329.51838428,116009838.00294918,3435293.9754970437
2023-10-16,117190808.13808237,117707773.85851233,3585520.20343901
