Date,soxl_real,soxl_synth,soxl_spliced,source
2013-07-23,0.7799987196922302,0.6572605741944695,0.7799987196922302,real
2013-07-24,0.7372299432754517,0.6355535794815461,0.7372299432754517,real
2013-07-25,0.7504244446754456,0.6467043885869844,0.7504244446754456,real
2013-07-26,0.7301012873649597,0.6370454804845772,0.7301012873649597,real
2013-07-29,0.7181205153465271,0.6285771982311937,0.7181205153465271,real
2013-07-30,0.742082953453064,0.6462745682344738,0.742082953453064,real
2013-07-31,0.7526993751525879,0.6528993466023817,0.7526993751525879,real
2013-08-01,0.7934961915016174,0.678409427527058,0.7934961915016174,real
2013-08-02,0.7784817814826965,0.666968371383909,0.7784817814826965,real
2013-08-05,0.7748419046401978,0.6653218493928312,0.7748419046401978,real
2013-08-06,0.7590693235397339,0.652567179658107,0.7590693235397339,real
2013-08-07,0.7354099750518799,0.6408140010316006,0.7354099750518799,real
2013-08-08,0.7376847863197327,0.6362197136743541,0.7376847863197327,real
2013-08-09,0.7267653942108154,0.6311791841185624,0.7267653942108154,real
2013-08-12,0.7348029613494873,0.6395671504655539,0.7348029613494873,real
2013-08-13,0.759372353553772,0.6564427975663228,0.759372353553772,real
2013-08-14,0.725551187992096,0.6370699634657326,0.725551187992096,real
2013-08-15,0.6758068799972534,0.5891628065560404,0.6758068799972534,real
2013-08-16,0.6824796199798584,0.5926906935851813,0.6824796199798584,real
2013-08-19,0.6686779856681824,0.5904450161486857,0.6686779856681824,real
2013-08-20,0.6820246577262878,0.6050837101592766,0.6820246577262878,real
2013-08-21,0.6670100092887878,0.587367502703164,0.6670100092887878,real
2013-08-22,0.6896073818206787,0.5997620032789317,0.6896073818206787,real
2013-08-23,0.6900625824928284,0.6037570618211091,0.6900625824928284,real
2013-08-26,0.6853615045547485,0.6017196586595834,0.6853615045547485,real
2013-08-27,0.6342511177062988,0.5657178930483139,0.6342511177062988,real
2013-08-28,0.6551804542541504,0.5788254728710379,0.6551804542541504,real
2013-08-29,0.6802046895027161,0.5863002551039032,0.6802046895027161,real
2013-08-30,0.6615502834320068,0.5747637847065941,0.6615502834320068,real
2013-09-03,0.6777777075767517,0.5822200976084078,0.6777777075767517,real
2013-09-04,0.7297980785369873,0.6305700824815288,0.7297980785369873,real
2013-09-05,0.7469357252120972,0.6359856380338761,0.7469357252120972,real
2013-09-06,0.7378358840942383,0.63686909374835,0.7378358840942383,real
2013-09-09,0.7674100995063782,0.6586751233279463,0.7674100995063782,real
2013-09-10,0.8100279569625854,0.6814138562718215,0.8100279569625854,real
2013-09-11,0.8030509948730469,0.6795264311029257,0.8030509948730469,real
2013-09-12,0.78909832239151,0.6634735358491544,0.78909832239151,real
2013-09-13,0.7995631694793701,0.6890241520632626,0.7995631694793701,real
2013-09-16,0.8091177344322205,0.6948323848956108,0.8091177344322205,real
2013-09-17,0.8254973888397217,0.714221664774335,0.8254973888397217,real
2013-09-18,0.8467296361923218,0.7276518322758675,0.8467296361923218,real
2013-09-19,0.8379330039024353,0.7235857900184187,0.8379330039024353,real
2013-09-20,0.8244353532791138,0.7079103262409143,0.8244353532791138,real
2013-09-23,0.8138187527656555,0.7022350793165859,0.8138187527656555,real
2013-09-24,0.8301982283592224,0.7193411158235941,0.8301982283592224,real
2013-09-25,0.8323220610618591,0.7209272525692505,0.8323220610618591,real
2013-09-26,0.8311081528663635,0.7045314353030088,0.8311081528663635,real
2013-09-27,0.8119986057281494,0.6877952265976035,0.8119986057281494,real
2013-09-30,0.8135156035423279,0.6833312496950237,0.8135156035423279,real
2013-10-01,0.8345968723297119,0.6947216849283513,0.8345968723297119,real
2013-10-02,0.8330798149108887,0.6949290488528659,0.8330798149108887,real
2013-10-03,0.826407253742218,0.6885764294599771,0.826407253742218,real
2013-10-04,0.8449095487594604,0.7027945943980772,0.8449095487594604,real
2013-10-07,0.8323220610618591,0.6978317275275805,0.8323220610618591,real
2013-10-08,0.7927383184432983,0.6687215473715784,0.7927383184432983,real
2013-10-09,0.7825765609741211,0.6619912734992441,0.7825765609741211,real
2013-10-10,0.8358100056648254,0.709197818107065,0.8358100056648254,real
2013-10-11,0.8435448408126831,0.7079922666146876,0.8435448408126831,real
2013-10-14,0.8600762486457825,0.730335742289577,0.8600762486457825,real
2013-10-15,0.8380850553512573,0.7117519988338018,0.8380850553512573,real
2013-10-16,0.8618962168693542,0.732712094208662,0.8618962168693542,real
2013-10-17,0.8800956606864929,0.753638092506939,0.8800956606864929,real
2013-10-18,0.8860106468200684,0.75841467286288,0.8860106468200684,real
2013-10-21,0.8964753150939941,0.7619987469150351,0.8964753150939941,real
2013-10-22,0.8905603885650635,0.7629352918183263,0.8905603885650635,real
2013-10-23,0.8025961518287659,0.6938983529323112,0.8025961518287659,real
2013-10-24,0.8221604228019714,0.7067155761087309,0.8221604228019714,real
2013-10-25,0.8312603235244751,0.7139716586049826,0.8312603235244751,real
2013-10-28,0.8483976721763611,0.7287969361657509,0.8483976721763611,real
2013-10-29,0.8857065439224243,0.765557209226407,0.8857065439224243,real
2013-10-30,0.8726639151573181,0.7520192655938922,0.8726639151573181,real
2013-10-31,0.8875265717506409,0.7723691523828544,0.8875265717506409,real
2013-11-01,0.8778206706047058,0.7662932902158265,0.8778206706047058,real
2013-11-04,0.8761518597602844,0.7522739371851462,0.8761518597602844,real
2013-11-05,0.8682661056518555,0.7505655554915448,0.8682661056518555,real
2013-11-06,0.877971887588501,0.7572447073988732,0.877971887588501,real
2013-11-07,0.8274683356285095,0.7269448852243195,0.8274683356285095,real
2013-11-08,0.8549193739891052,0.7510859367608888,0.8549193739891052,real
2013-11-11,0.854312539100647,0.7500981259036799,0.854312539100647,real
2013-11-12,0.8685691356658936,0.7685030486109955,0.8685691356658936,real
2013-11-13,0.8931384086608887,0.7865731234708637,0.8931384086608887,real
2013-11-14,0.8807016611099243,0.7729239191482237,0.8807016611099243,real
2013-11-15,0.8973850607872009,0.7847416712100836,0.8973850607872009,real
