date,equity
2024-07-10,1279813.9790315076
2024-07-11,1316641.2313163194
2024-07-12,1314647.6272096594
2024-07-15,1298601.5515736982
2024-07-16,1307777.6332569069
2024-07-17,1307777.6332569069
2024-07-18,1307777.6332569069
2024-07-19,1321697.1128622731
2024-07-22,1303939.6952475323
2024-07-23,1299600.9038569406
2024-07-24,1314743.8885510722
2024-07-25,1296937.8787647511
2024-07-26,1286058.353384535
2024-07-29,1272504.1304892497
2024-07-30,1308150.1348365913
2024-07-31,1270437.2876472697
2024-08-01,1270437.2876472697
2024-08-02,1270437.2876472697
2024-08-05,1270437.2876472697
2024-08-06,1266594.6580464635
2024-08-07,1290106.6159660416
2024-08-08,1290106.6159660416
2024-08-09,1288183.6493837503
2024-08-12,1286092.372083366
2024-08-13,1365651.5178615977
2024-08-14,1360859.5040944293
2024-08-15,1324419.0740436895
2024-08-16,1330604.6952482015
2024-08-19,1362146.1796916218
2024-08-20,1322809.4639797208
2024-08-21,1343171.0608269037
2024-08-22,1380545.607515057
