date,BASE,CHAMP_NOMARGIN
2011-11-25,133693.29909317818,138921.87303421088
2011-11-28,137027.30630010585,140949.01041042517
2011-11-29,135104.40929236525,139717.80592226348
2011-11-30,140189.38026951603,143056.10937536537
2011-12-01,140178.1823879708,143044.3920413099
2011-12-02,138301.79565603047,141636.95230039838
2011-12-05,142151.74184278812,144489.56068892605
2011-12-06,142151.74184278812,144489.56068892605
2011-12-07,144944.25677400272,146507.64852791897
2011-12-08,138783.44508217816,142104.61757242368
2011-12-09,141170.09985739758,143712.71222458823
2011-12-12,137921.00863905772,141538.96686399583
2011-12-13,133871.49308658132,138301.14617624017
2011-12-14,131043.3816048339,136001.5322167499
2011-12-15,132893.05879131544,137505.5770598913
2011-12-16,131708.62152584892,136529.43427025893
2011-12-19,133006.89330980298,137627.28953802134
2011-12-20,133228.79512923112,137774.75913784216
2011-12-21,133143.79967129818,137704.00423363026
2011-12-22,138337.4330170866,142717.08529675173
2011-12-23,138521.2090735126,142894.47253358306
2011-12-27,138178.7257992011,142553.6178811938
2011-12-28,137246.22332750843,141625.54976902134
2011-12-29,137246.22332750843,141625.54976902134
2011-12-30,137246.22332750843,141625.54976902134
2012-01-03,133933.7984557525,138704.0800553423
2012-01-04,133455.85440340493,138282.5462461766
2012-01-05,135912.73578892334,140573.94082943443
2012-01-06,135813.14085090643,140481.05425263953
2012-01-09,137578.61759919347,142251.44345589902
2012-01-10,140599.01543494657,145280.24557586684
2012-01-11,141920.60540396906,146600.2959765077
2012-01-12,143350.244103565,148028.89861760434
2012-01-13,140930.36866063898,145654.71870238267
2012-01-17,140930.36866063898,145654.71870238267
2012-01-18,148595.07820213778,152791.34044504655
2012-01-19,152587.13905988925,156580.0007807315
2012-01-20,152387.60086888628,156396.45010781812
2012-01-23,152867.86908245584,156892.57217696292
2012-01-24,153570.74921391383,157665.34726712585
2012-01-25,154399.37089267268,158576.36774395398
2012-01-26,148988.8962148268,152506.62936476886
2012-01-27,148765.0359214394,152236.56890281025
2012-01-30,146633.84365885338,149888.83560066659
2012-01-31,146633.84365885338,149888.83560066659
2012-02-01,147959.25526768112,151282.6969010401
2012-02-02,148203.9477167604,151487.00687499612
2012-02-03,150437.94715612533,153924.49819054804
2012-02-06,149509.04050085763,152866.71883374115
2012-02-07,149595.02990766973,152965.72847141128
2012-02-08,151459.9108993986,155123.64360635076
2012-02-09,152883.69272680086,156774.02036255132
2012-02-10,152883.69272680086,156774.02036255132
2012-02-13,152883.69272680086,156774.02036255132
2012-02-14,153687.90870338414,157640.28115606727
2012-02-15,153414.99565068848,157403.68026522401
2012-02-16,158625.57570318095,162406.35733863534
2012-02-17,160929.80395784834,164642.76647233072
2012-02-21,160929.80395784834,164642.76647233072
2012-02-22,159187.0255796227,162682.3622929296
2012-02-23,159270.78221296507,162776.57786050177
2012-02-24,156556.60929745415,159474.29669988656
2012-02-27,155129.0746407253,157717.38547817664
2012-02-28,158225.9178831799,161211.40399665217
2012-02-29,158483.95170669095,161500.00353810593
2012-03-01,158483.95170669095,161500.00353810593
2012-03-02,154829.275359735,157184.56072708673
2012-03-05,153819.0601136149,155991.69829343178
2012-03-06,153768.29512925842,155934.65450014622
2012-03-07,156603.21947015694,158921.96109393513
2012-03-08,159015.97947454033,161228.12090751305
2012-03-09,160476.6321019517,162890.03572455712
2012-03-12,160491.98370164307,162907.3775625868
2012-03-13,163332.11309550464,166593.9160437297
2012-03-14,161876.30354265546,164507.6807112501
2012-03-15,164219.66500208387,167666.1317237327
2012-03-16,164225.24138651954,167673.54827343917
2012-03-19,165490.26888067197,169458.74493953597
2012-03-20,163123.71119974594,166119.077697801
2012-03-21,163123.71119974594,166119.077697801
2012-03-22,163123.71119974594,166119.077697801
2012-03-23,163123.71119974594,166119.077697801
2012-03-26,163158.10494673823,166166.34531513246
2012-03-27,161309.3169003929,163568.95254055006
2012-03-28,161120.52116276612,163299.7180880646
2012-03-29,161711.68561060395,164074.3271252996
2012-03-30,164732.9678469926,168033.14523911529
2012-04-02,163813.01444776607,166822.3281000827
2012-04-03,163329.38217693422,166185.78472407605
2012-04-04,163329.38217693422,166185.78472407605
2012-04-05,163087.38913165434,165886.24073707106
2012-04-09,158548.9069996347,160268.41386438638
2012-04-10,154394.23326062824,155802.98861493586
2012-04-11,155721.2544321032,157241.7393196149
2012-04-12,158069.78982763685,159605.30718760294
2012-04-13,157176.1973549557,158703.92391134548
2012-04-16,157176.1973549557,158703.92391134548
2012-04-17,158055.99291075434,159612.7188548494
2012-04-18,154145.20189871694,155528.8735607211
2012-04-19,149638.9436765361,150639.74209964997
2012-04-20,149948.6554723158,150979.42678842373
2012-04-23,151191.79278425762,152342.66128283896
2012-04-24,151191.79278425762,152342.66128283896
2012-04-25,151248.78239406893,152406.11256705862
2012-04-26,154406.58673143238,156153.16806290846
2012-04-27,154242.16173776,155956.10048380808
2012-04-30,154242.16173776,155956.10048380808
2012-05-01,153901.237632361,155554.10344429477
2012-05-02,153660.06341633218,155330.72568746388
2012-05-03,153979.76810415284,155719.2234232929
2012-05-04,149778.68646364394,150880.33969617574
2012-05-07,148682.382230492,149656.51366571547
2012-05-08,147890.77925142265,148824.69748391552
2012-05-09,149111.31107339624,150114.18769941872
2012-05-10,150159.58317080885,151221.68574941863
2012-05-11,150751.75526405236,151855.1011747167
2012-05-14,147723.60149175732,148693.0023774054
2012-05-15,143501.82736755142,144768.4708335444
2012-05-16,144198.72383654508,145409.95095245668
2012-05-17,144400.64846298363,145592.81644870416
2012-05-18,144304.53641083033,145479.02793053797
2012-05-21,146004.99849990004,146833.514920542
2012-05-22,146051.50231754206,146870.90179595043
2012-05-23,147486.21308260266,148154.49611837446
2012-05-24,147233.80772839522,147927.25833296066
2012-05-25,149044.06063277635,149618.09137328554
2012-05-29,152754.86095265063,153067.9588261595
2012-05-30,150138.44407281472,150656.89069919035
2012-05-31,150138.44407281472,150656.89069919035
2012-06-01,150138.44407281472,150656.89069919035
2012-06-04,148661.06179261423,149544.7497595664
2012-06-05,150851.23068505013,151229.90804726872
2012-06-06,154604.79806762034,154219.62492386968
2012-06-07,156237.82839249208,155543.64593095804
2012-06-08,160665.82767686952,159602.8773478332
2012-06-11,164594.30958031229,163204.19165231878
2012-06-12,166745.10464672817,165014.5737368978
2012-06-13,163688.11038760393,162323.53629781696
2012-06-14,163803.97228656744,162427.43296041078
2012-06-15,165324.6149328024,163818.45121423382
2012-06-18,167101.1242602212,165515.80463675517
2012-06-19,167596.470985682,165846.78967408894
2012-06-20,168887.08085974,167239.53530865593
2012-06-21,168194.24913676054,166493.22836478567
2012-06-22,169035.90770720533,167323.05557448644
2012-06-25,166383.18474763265,164707.62246544316
2012-06-26,166383.18474763265,164707.62246544316
2012-06-27,166913.16624466798,165239.71611179103
2012-06-28,164718.28997763092,163033.55738688348
2012-06-29,171075.2158165688,169464.02214974383
2012-07-02,173011.16918350031,171409.44563593913
2012-07-03,174880.42205685843,173614.14511697556
2012-07-05,172489.72307991493,170794.42346834022
2012-07-06,172489.72307991493,170794.42346834022
2012-07-09,172489.72307991493,170794.42346834022
2012-07-10,168006.24149899976,165856.25194271823
2012-07-11,167930.40906418895,165772.7290011062
2012-07-12,167930.40906418895,165772.7290011062
2012-07-13,168060.9732802989,165913.3581794409
2012-07-16,167177.4187291095,164961.69198597933
2012-07-17,166063.14712524007,163676.4748102394
2012-07-18,172077.48372630228,170865.15583544626
2012-07-19,175259.59295234288,174687.0280765675
2012-07-20,174794.11451973976,174113.1422453606
2012-07-23,174794.11451973976,174113.1422453606
2012-07-24,174794.11451973976,174113.1422453606
2012-07-25,176364.89236947516,175641.87539800632
2012-07-26,181989.23543876002,181064.55448766128
2012-07-27,187623.15214421198,187301.70820384717
2012-07-30,182856.01142774386,181600.63813132606
2012-07-31,183583.29217385818,182708.52811264206
2012-08-01,185305.29538773448,184612.58589859714
2012-08-02,185637.7766230005,184961.99345945474
2012-08-03,188509.9473321376,187962.74186879853
2012-08-06,190555.68455024928,190285.00967600025
2012-08-07,193297.7848000012,193718.49590226516
2012-08-08,192913.00036300364,193236.24605458885
2012-08-09,193091.34222915967,193508.7623050353
2012-08-10,192666.1651615735,192953.27841579838
2012-08-13,192567.9265893714,192824.50170468126
2012-08-14,192567.9265893714,192824.50170468126
2012-08-15,195466.97894351403,196734.15145679805
2012-08-16,199536.4865643925,202335.8300002552
2012-08-17,198706.58662071076,201194.2309413662
2012-08-20,198706.58662071076,201194.2309413662
2012-08-21,195788.2927664437,196979.06915031315
2012-08-22,193905.4977051142,194259.57406201182
2012-08-23,193905.4977051142,194259.57406201182
2012-08-24,195188.24273066397,195869.95920916664
2012-08-27,196296.70077457358,197261.54080535428
2012-08-28,195599.44877423998,196404.44095721713
2012-08-29,193892.94176050296,194321.12864958798
2012-08-30,191841.2553161393,191823.9743151266
2012-08-31,192051.57785659985,192059.87290802732
2012-09-04,191650.85169435415,191610.41686016263
2012-09-05,187941.9571809992,187485.70929768638
2012-09-06,197803.02497477867,198554.93362236096
2012-09-07,196001.68613954226,196525.70577580205
2012-09-10,196001.68613954226,196525.70577580205
